book_id,title,author,genre,avg_rating,popularity
719.0,Multi-layered clear-thinking conglomeration,Benjamin Sanchez,Horror,4.35,9720.0
720.0,Inverse fault-tolerant intranet,Amy Bennett,Horror,3.72,891.0
721.0,Fundamental upward-trending synergy,Brent Cain,Mystery,3.46,4135.0
722.0,Team-oriented maximized paradigm,Nathan Martinez,Fantasy,3.05,203.0
723.0,User-centric attitude-oriented task-force,Kelly Johnston,Fantasy,3.36,5472.0
724.0,Object-based intermediate synergy,Sarah Sullivan,Fantasy,4.89,6367.0
725.0,Extended interactive groupware,Bryce Young,Sci-Fi,,6403.0
726.0,Inverse transitional portal,Mark Hansen MD,Mystery,,8056.0
727.0,Adaptive holistic software,Raymond Waller,Thriller,4.19,4072.0
728.0,User-friendly system-worthy matrices,Rebecca Davis,Fantasy,3.21,5.0
729.0,Fundamental dynamic ability,Ariel Lopez,Self-help,4.24,184.0
730.0,Assimilated real-time hierarchy,David Lopez,Self-help,4.86,4972.0
731.0,Digitized system-worthy strategy,Karen Hartman,Romance,4.46,2614.0
732.0,Devolved demand-driven open system,Mrs. Deanna Lopez DDS,Fantasy,3.74,3126.0
733.0,Devolved fresh-thinking encoding,Robin Donovan,Finance,4.48,6109.0
734.0,Persevering homogeneous process improvement,Marissa Green,Fantasy,3.83,367.0
735.0,Organic methodical encoding,Michelle Walker,Romance,3.07,1968.0
736.0,Public-key global projection,Chad Parks,Romance,3.53,3354.0
737.0,Ameliorated object-oriented attitude,William Brown,Fantasy,4.27,498.0
738.0,Seamless content-based emulation,Casey Ramirez,Self-help,4.86,2861.0
739.0,Devolved didactic framework,Benjamin Garza Jr.,Fantasy,3.17,3848.0
740.0,Robust 24/7 website,Erin Morris,Thriller,4.77,9134.0
741.0,,Beth Price,Romance,3.05,9228.0
742.0,Organic fresh-thinking Internet solution,Lisa Jones,Thriller,4.46,2512.0
743.0,Reactive directional capability,Mitchell Long,Fantasy,3.8,6184.0
744.0,Horizontal dynamic data-warehouse,Cathy Chang,Fantasy,3.99,7631.0
745.0,Self-enabling uniform time-frame,Carl Cole,Romance,4.95,9450.0
746.0,Persistent didactic database,Jennifer Barber,Self-help,4.31,4602.0
747.0,Total 5thgeneration infrastructure,Edwin Mendoza,Sci-Fi,4.44,3322.0
748.0,Organic 24hour database,Amy Gray,Horror,3.05,4456.0
749.0,Automated full-range pricing structure,Marcus Flynn,Finance,3.38,7340.0
750.0,Devolved responsive forecast,Roger Bowman,Horror,4.99,723.0
751.0,Triple-buffered exuding superstructure,Steven Nelson,Self-help,4.67,7133.0
752.0,Synergistic secondary Internet solution,Peter Hunter,Thriller,4.41,3794.0
753.0,Optimized logistical instruction set,Keith Smith,Sci-Fi,,4695.0
754.0,Optional cohesive access,Danielle Sullivan,Romance,4.2,7476.0
755.0,Profound stable help-desk,Rebecca Acevedo,Horror,4.09,6116.0
756.0,Fundamental incremental superstructure,Kenneth Adams,Mystery,3.74,9028.0
757.0,Right-sized mobile project,Ashley Schaefer,Thriller,3.64,5682.0
758.0,Reverse-engineered tangible throughput,Kari Andrews,Romance,4.16,6097.0
759.0,Quality-focused tertiary focus group,Linda Jones,Thriller,3.69,4792.0
760.0,Right-sized tertiary middleware,Kevin Oliver,Fantasy,4.35,8103.0
761.0,Intuitive foreground access,Linda Mcbride,Mystery,3.82,7074.0
762.0,Expanded client-server instruction set,Jessica Robinson,Fantasy,3.51,2256.0
763.0,De-engineered value-added definition,,Romance,3.72,7645.0
764.0,De-engineered bandwidth-monitored complexity,Laurie Michael,Thriller,4.08,2692.0
765.0,Public-key solution-oriented archive,Susan Rivera,Self-help,3.69,2377.0
766.0,Horizontal next generation Graphical User Interface,,Thriller,4.08,2613.0
767.0,Enterprise-wide systemic knowledge user,Michael Calhoun,Self-help,4.15,3373.0
768.0,Diverse client-driven core,Valerie Warner,Horror,3.79,6865.0
769.0,Innovative modular framework,Steve Walsh,Self-help,4.98,8913.0
770.0,Mandatory hybrid structure,Jonathan Vasquez,Fantasy,3.21,67.0
771.0,Profound zero-defect middleware,Susan Anderson,Romance,4.1,2699.0
772.0,Organized multi-tasking project,Karen Rivera,Sci-Fi,4.37,5487.0
773.0,Quality-focused explicit architecture,Anthony Terry,Thriller,3.65,6117.0
774.0,Upgradable dedicated standardization,Laura Wood,Thriller,3.79,6436.0
775.0,Integrated maximized synergy,,Fantasy,3.7,6685.0
776.0,Future-proofed hybrid algorithm,Erika Patterson,Mystery,4.98,3700.0
777.0,Organic regional flexibility,Rebecca Lee,Mystery,3.91,3086.0
778.0,Synergistic needs-based encoding,Selena Hodge,Sci-Fi,4.79,8266.0
779.0,Organic coherent customer loyalty,Bryan Franco,Sci-Fi,3.99,1184.0
780.0,Centralized object-oriented circuit,James Anderson,Mystery,3.61,6654.0
781.0,Cross-platform intangible Graphic Interface,Fernando Cole,Romance,3.42,1583.0
782.0,Profit-focused incremental focus group,Max Mills,Finance,3.38,266.0
783.0,Open-architected fresh-thinking Graphic Interface,Heather Snyder,Fantasy,3.24,3043.0
784.0,Cross-platform context-sensitive extranet,Donald Smith,Horror,4.36,1099.0
785.0,Networked multi-tasking knowledge user,Richard Perry,Romance,4.9,6913.0
786.0,Progressive clear-thinking frame,Heather Perry,Self-help,4.32,174.0
787.0,Multi-channeled eco-centric Graphic Interface,Christopher Scott,Mystery,3.6,6353.0
788.0,Innovative empowering architecture,Leah Kennedy,Romance,3.61,9662.0
789.0,Implemented 24hour circuit,Sandra Harris,Self-help,4.27,9722.0
790.0,Open-source national interface,Reginald Copeland,Fantasy,3.98,517.0
791.0,Phased 6thgeneration superstructure,Alejandro Sanchez,Thriller,3.7,4191.0
792.0,Ergonomic 6thgeneration process improvement,Timothy Moore,Sci-Fi,4.72,6288.0
793.0,Extended multimedia project,Christopher Salinas,Sci-Fi,4.54,6926.0
794.0,Managed upward-trending application,Nancy Walker,Mystery,4.24,5752.0
795.0,Robust zero-defect focus group,Christy Contreras,Self-help,4.37,448.0
796.0,Advanced optimal throughput,Austin Lawson,Romance,4.93,1423.0
797.0,Right-sized mobile orchestration,Brandy Nelson,Thriller,4.09,1360.0
798.0,Distributed next generation flexibility,Jack Lynch,Fantasy,4.66,1541.0
799.0,Progressive 24/7 framework,Andrew Harris,Thriller,4.5,3955.0
800.0,Versatile zero administration implementation,Katherine Travis,Mystery,3.94,5290.0
801.0,Advanced object-oriented Graphic Interface,Mr. Daniel King Jr.,Romance,4.55,7393.0
802.0,Mandatory optimal product,Amber Barrett,Fantasy,3.82,169.0
803.0,Optional 24hour concept,Danielle Thomas,Mystery,4.19,463.0
804.0,Balanced discrete array,Joseph Proctor,Self-help,3.89,8226.0
805.0,Devolved full-range model,Ryan Smith,Fantasy,3.55,9258.0
806.0,Ergonomic fault-tolerant collaboration,Brent Manning,Romance,4.85,799.0
807.0,Synchronized logistical leverage,Jeffrey Cox,Romance,3.24,8467.0
808.0,Multi-lateral bifurcated protocol,Jose Coleman,Thriller,4.8,4807.0
809.0,Future-proofed systemic model,Christina Mason,Self-help,3.08,9849.0
810.0,Versatile uniform capacity,Erica Davidson,Romance,3.22,2537.0
811.0,Object-based tangible migration,Destiny Duncan,Finance,3.15,7900.0
812.0,Diverse dynamic project,Carol Snow,Thriller,3.01,2894.0
813.0,Assimilated user-facing project,Joshua Moran,Sci-Fi,3.09,2993.0
814.0,Versatile even-keeled concept,Ryan Carter,Fantasy,,9562.0
815.0,Programmable demand-driven attitude,Jill Lyons,Horror,3.46,7286.0
816.0,Networked impactful contingency,,Horror,4.9,1903.0
817.0,Synergized background hub,Robert Mclean,Fantasy,3.28,9916.0
818.0,Virtual background Local Area Network,Brittany Maxwell,Thriller,3.88,6008.0
819.0,Multi-tiered high-level Graphical User Interface,Jennifer Dunn,Sci-Fi,3.86,8605.0
820.0,Ameliorated intangible collaboration,Joe Thomas,Self-help,3.74,8905.0
821.0,Streamlined methodical capability,Jonathan Riley,Fantasy,,4570.0
822.0,Distributed composite emulation,Ronald Brown,Romance,4.4,1097.0
823.0,Triple-buffered well-modulated interface,,Fantasy,3.53,5860.0
824.0,Quality-focused responsive productivity,Michael Arnold,Thriller,,3986.0
825.0,Persistent local paradigm,,Self-help,4.75,1983.0
826.0,Organic intangible methodology,Dale Warren,Fantasy,3.17,3061.0
827.0,Quality-focused needs-based process improvement,Sarah Curry,Mystery,,8945.0
828.0,Persistent multimedia architecture,Austin Snyder,Romance,3.53,1095.0
829.0,Centralized next generation paradigm,Jordan Franklin,Finance,4.31,9538.0
830.0,Universal responsive info-mediaries,Ronald Clark,Romance,4.12,3806.0
831.0,Fundamental neutral migration,Daniel Johnson,Fantasy,3.6,6402.0
832.0,Distributed 3rdgeneration software,Bobby Young,Fantasy,3.12,200.0
833.0,Open-architected systemic benchmark,Timothy Hartman,Fantasy,4.33,9595.0
,Robust 4thgeneration product,Nancy Payne,Thriller,3.61,2246.0
835.0,Quality-focused bandwidth-monitored collaboration,Maria Fernandez,Romance,3.49,7871.0
836.0,Stand-alone human-resource projection,Annette Wang,Horror,3.38,7779.0
837.0,Assimilated solution-oriented matrix,James Espinoza,Thriller,3.43,2825.0
838.0,Right-sized 5thgeneration capability,Kevin Robinson,Romance,4.27,8871.0
,Vision-oriented client-server parallelism,Jasmine Lawson,Self-help,3.14,2081.0
840.0,Focused directional focus group,Kayla Spears,Self-help,3.29,1115.0
841.0,Optional stable framework,Jordan Williams,Thriller,4.98,1190.0
842.0,Universal foreground analyzer,Garrett Dixon,Thriller,3.49,6775.0
843.0,Open-source multi-state toolset,,Horror,3.72,3693.0
,Mandatory heuristic solution,Robert Ramos,Horror,3.81,7076.0
,User-centric bandwidth-monitored throughput,Robert Roach,Fantasy,3.64,6466.0
846.0,Extended bandwidth-monitored Graphic Interface,Mark Maldonado,Fantasy,4.34,6123.0
847.0,Visionary foreground intranet,Amanda Martinez,Romance,4.21,3682.0
848.0,Cross-group multi-tasking matrices,Megan Stevenson,Sci-Fi,3.25,8349.0
849.0,Programmable even-keeled strategy,Deborah Collins,Self-help,4.29,2577.0
850.0,Profound national database,Billy Brown,Fantasy,4.04,
851.0,Polarized actuating projection,Ashley Hernandez,Sci-Fi,3.87,507.0
852.0,Focused secondary utilization,Anthony Morales,Romance,4.12,2385.0
853.0,Organic bifurcated Graphic Interface,Jennifer Michael,Sci-Fi,,4545.0
854.0,,Lauren Kim,Romance,3.93,5595.0
855.0,Organized regional knowledge user,Shelly Thomas,,4.07,5360.0
856.0,Sharable exuding website,Debra Simmons,Self-help,4.71,7700.0
857.0,Implemented empowering installation,Laura Carter,Thriller,3.77,9660.0
858.0,Virtual discrete throughput,Scott Mckay,Mystery,4.85,9916.0
859.0,Ameliorated asymmetric Internet solution,Chad Flores,Thriller,4.57,2249.0
860.0,Extended well-modulated methodology,Christine Wilson,Thriller,3.18,
861.0,Reduced modular hierarchy,Thomas Guzman,Finance,4.07,1032.0
862.0,Triple-buffered static circuit,Cynthia Hicks,Romance,3.54,4445.0
863.0,Realigned zero-defect synergy,Andrew Cunningham,Self-help,4.19,3733.0
864.0,Cross-group full-range open architecture,Michael Torres,Romance,4.81,3923.0
865.0,Diverse discrete emulation,Brandon Bond,Thriller,3.7,5020.0
866.0,User-centric holistic architecture,Lori King,Fantasy,3.67,6743.0
867.0,,Allison Owens,Romance,4.2,3086.0
868.0,Expanded exuding frame,Sarah Fletcher,Sci-Fi,4.78,2282.0
869.0,Networked context-sensitive superstructure,Patrick Armstrong,Horror,4.38,3113.0
870.0,,Mark Adams,Mystery,3.72,8893.0
871.0,Seamless bifurcated interface,Aaron Smith,Thriller,3.41,7581.0
872.0,Diverse composite archive,Anna Cunningham,Thriller,3.35,
873.0,Compatible secondary forecast,Annette French,Mystery,3.41,5528.0
874.0,Innovative even-keeled secured line,Michael Brown,,4.29,8143.0
875.0,Reverse-engineered eco-centric open architecture,John Cole,Romance,3.78,4436.0
876.0,Assimilated user-facing capacity,Michelle Martinez,Self-help,3.92,5594.0
877.0,Open-architected executive secured line,Dana Harris,Fantasy,4.21,4138.0
878.0,Assimilated coherent interface,Madison Costa,Fantasy,3.75,9023.0
879.0,User-friendly 4thgeneration orchestration,Lauren Mann,Finance,3.01,3096.0
880.0,Enterprise-wide bifurcated open architecture,Jennifer Chavez,Horror,3.51,8111.0
881.0,Decentralized radical synergy,Jason Graham,Thriller,4.98,9562.0
882.0,Compatible 24hour challenge,Nicole Herman MD,Horror,4.02,6890.0
883.0,Automated client-driven utilization,Bethany Frazier,Fantasy,,7008.0
884.0,Face-to-face encompassing pricing structure,Amanda Yoder,Mystery,3.98,1771.0
885.0,Expanded uniform intranet,Kristen Vance,Thriller,3.77,1957.0
886.0,Pre-emptive heuristic process improvement,Anna Lin,Fantasy,3.25,893.0
887.0,Seamless asynchronous Graphic Interface,Eric Olsen,Fantasy,3.14,1761.0
888.0,Decentralized even-keeled frame,Christopher Sanchez,Thriller,3.54,1572.0
889.0,Monitored asymmetric knowledgebase,James Ward,Self-help,4.37,3357.0
890.0,Integrated client-driven workforce,,Fantasy,4.32,982.0
891.0,Fully-configurable mobile system engine,Daniel Bradley,Fantasy,3.68,4542.0
892.0,Versatile heuristic support,Jane Salazar,Romance,3.48,3612.0
893.0,Managed heuristic paradigm,Margaret Tucker,Mystery,4.14,4371.0
894.0,Organic homogeneous firmware,Elizabeth Williams,Self-help,3.71,3873.0
895.0,Extended neutral Graphic Interface,Christopher Solis,Fantasy,4.11,5190.0
896.0,Mandatory asymmetric superstructure,Christine Zuniga,Sci-Fi,3.34,6280.0
897.0,Future-proofed zero-defect forecast,Dawn Dunn,Fantasy,4.23,2628.0
898.0,Polarized client-server contingency,Kimberly Armstrong,Fantasy,4.48,4420.0
899.0,Innovative methodical system engine,David King,Horror,3.25,4034.0
900.0,Multi-lateral even-keeled implementation,Melissa Brooks,Horror,3.44,7529.0
901.0,Polarized explicit paradigm,Brittany Davis,Mystery,4.78,3611.0
902.0,Fundamental tangible toolset,Kelly Owens,Romance,3.01,5055.0
903.0,Intuitive didactic architecture,Michael Roberts,Romance,4.72,6336.0
904.0,Reduced fresh-thinking forecast,Jon Graham,Romance,3.46,1344.0
905.0,Cross-platform multimedia core,Joseph Brooks,Romance,3.89,2464.0
906.0,Business-focused analyzing attitude,Kimberly Hanna,Sci-Fi,3.77,6229.0
907.0,Configurable fault-tolerant database,Erika Mays,Fantasy,4.53,3361.0
908.0,Function-based discrete Internet solution,Mr. Mark Landry,Self-help,3.98,8585.0
909.0,Advanced mobile website,Kimberly Davis,Romance,3.04,8316.0
910.0,Seamless static initiative,Erica Turner,Mystery,4.68,9938.0
911.0,Managed well-modulated knowledgebase,Jennifer Kelley,Fantasy,3.29,1268.0
912.0,Adaptive client-server interface,Mary Sanchez,Mystery,4.4,6188.0
913.0,Up-sized asynchronous hub,Cassidy Paul,Fantasy,3.81,3571.0
914.0,Advanced impactful alliance,Cory Lopez,Romance,3.81,4076.0
915.0,Profit-focused intermediate groupware,Melissa Rogers,Sci-Fi,4.8,6217.0
916.0,Total 3rdgeneration service-desk,Ronald Jackson,Mystery,3.94,398.0
917.0,User-centric bandwidth-monitored attitude,Christian Powell,Mystery,4.13,1060.0
918.0,Polarized 5thgeneration benchmark,David Rodgers,Thriller,4.6,6372.0
919.0,Re-contextualized client-server adapter,Scott Coleman,Thriller,3.72,336.0
920.0,Fully-configurable demand-driven support,Betty Farrell,Thriller,4.45,6950.0
921.0,Grass-roots 5thgeneration alliance,Crystal Madden MD,Fantasy,3.51,3745.0
922.0,Synchronized context-sensitive application,Charles Johnson,Romance,4.82,4258.0
923.0,Switchable user-facing pricing structure,Sarah Wilson,Thriller,3.34,9593.0
924.0,Expanded eco-centric monitoring,Danny Garcia,Mystery,4.2,3207.0
925.0,Focused secondary conglomeration,Jose Moses,Horror,4.96,
926.0,Customizable didactic complexity,Kyle Rogers,Fantasy,3.46,2602.0
927.0,Open-source systematic forecast,Daniel Lopez,Fantasy,4.39,821.0
928.0,Open-architected exuding throughput,Lisa Patterson,Romance,4.05,4181.0
929.0,Adaptive context-sensitive firmware,Jessica Lee,Thriller,3.59,7142.0
930.0,Enhanced value-added application,Lauren Kelly,Romance,4.83,3754.0
931.0,Optional web-enabled knowledgebase,Kara Stein,Romance,3.33,1095.0
932.0,Fully-configurable even-keeled protocol,Mallory Ward,Fantasy,3.18,855.0
933.0,Secured methodical emulation,Ruben Davis,Thriller,4.57,2883.0
934.0,Team-oriented context-sensitive info-mediaries,Mrs. Robin Hart,Romance,3.94,6935.0
935.0,Cloned encompassing matrix,Jeanette Moore,Self-help,3.47,3202.0
936.0,Fully-configurable scalable migration,Thomas Butler,Mystery,3.15,1664.0
937.0,Customer-focused encompassing leverage,Jaclyn Wright,Romance,4.57,8749.0
938.0,Reduced tangible hub,Shawn Waters,Fantasy,3.93,6045.0
939.0,Future-proofed well-modulated infrastructure,Evan Hall,Sci-Fi,3.31,3061.0
940.0,Expanded next generation paradigm,Melissa Russell,Fantasy,3.02,2815.0
941.0,Virtual scalable throughput,Stacy Adkins,Sci-Fi,4.03,340.0
942.0,Distributed explicit customer loyalty,Michelle Fritz,Thriller,4.79,6453.0
943.0,Proactive optimizing collaboration,Gerald Miller,Fantasy,3.1,2555.0
944.0,Stand-alone logistical project,Jennifer Gonzalez,Horror,3.48,9978.0
945.0,Self-enabling neutral definition,Daniel Hopkins,Horror,4.15,4576.0
946.0,Open-source neutral groupware,Jessica Barnett,Thriller,3.91,1801.0
947.0,Assimilated incremental toolset,Nicholas Thomas,Sci-Fi,3.32,9929.0
948.0,Re-contextualized methodical parallelism,Lisa Goodwin,Sci-Fi,3.13,6184.0
949.0,Virtual needs-based toolset,Jennifer Gomez,Fantasy,3.57,8666.0
950.0,Face-to-face systematic middleware,James Harrington,Sci-Fi,4.36,6472.0
951.0,Streamlined dedicated solution,Allen Johnson,Thriller,4.45,8603.0
952.0,Expanded methodical capacity,John Martin,Thriller,4.29,8515.0
953.0,Visionary 24hour attitude,Louis Olsen,,4.21,6639.0
954.0,Reactive transitional adapter,Brenda Dennis,Sci-Fi,4.05,6680.0
955.0,Re-engineered demand-driven capability,Bryan Mitchell,Fantasy,4.72,2069.0
956.0,Exclusive optimizing throughput,Raymond Sanders,Horror,3.41,9828.0
957.0,Inverse secondary focus group,Nicole Frey,Finance,4.68,1893.0
958.0,Sharable composite info-mediaries,Elizabeth Christensen,Mystery,3.82,6160.0
959.0,Expanded content-based policy,Charles Galvan,Romance,3.05,7983.0
960.0,Reverse-engineered responsive framework,James Armstrong,Fantasy,3.03,7136.0
,Profit-focused static artificial intelligence,Ashley May DDS,Sci-Fi,4.5,7372.0
962.0,Networked transitional frame,Ann Ortiz,Self-help,4.58,2292.0
963.0,Synergistic 4thgeneration installation,Krista Robinson,Mystery,3.6,4006.0
964.0,Face-to-face radical budgetary management,Tyler Rodriguez,Fantasy,4.8,7194.0
965.0,Monitored zero tolerance throughput,Ashley Parsons,Romance,3.8,7622.0
966.0,Fully-configurable non-volatile portal,Kevin Juarez,Romance,3.41,2137.0
967.0,Configurable content-based definition,William Lewis,Romance,3.1,2385.0
968.0,Synchronized intangible matrices,Christine Jennings,Self-help,4.85,4841.0
969.0,Public-key bandwidth-monitored forecast,Justin Robles,Romance,3.7,6334.0
970.0,Fundamental background superstructure,Benjamin Hamilton,Self-help,4.74,1280.0
971.0,Right-sized didactic alliance,David Stephens,Thriller,3.71,8398.0
972.0,Customer-focused impactful access,Laura Page,Thriller,3.08,7856.0
973.0,Switchable stable artificial intelligence,Amber Collins,Fantasy,3.66,5085.0
974.0,Diverse 5thgeneration collaboration,Sandra Butler,Self-help,3.33,1660.0
975.0,Operative bottom-line initiative,Yvonne Adkins,Fantasy,4.42,
976.0,Compatible regional portal,Edgar Martinez,Fantasy,4.02,8538.0
977.0,Visionary dedicated firmware,Natalie Murphy,Romance,3.9,5473.0
978.0,Reactive empowering collaboration,Christine Gonzalez MD,Sci-Fi,3.92,5351.0
979.0,Total mission-critical open system,Mrs. Sara Hebert,Romance,3.1,8471.0
980.0,Cross-platform demand-driven moratorium,Bobby Cobb,Thriller,4.77,7988.0
981.0,Cross-platform tangible array,Audrey Mcdowell,Romance,4.03,8979.0
982.0,Triple-buffered bandwidth-monitored paradigm,Tammy Montoya,Sci-Fi,4.13,1103.0
983.0,Devolved exuding Local Area Network,,Finance,3.31,6192.0
984.0,Programmable next generation website,Donna Wilson,Romance,4.43,4377.0
985.0,Public-key logistical product,Chad Washington,Fantasy,4.52,3217.0
986.0,Total asynchronous throughput,Christy Graham,Fantasy,3.77,6462.0
987.0,Profound holistic matrix,Scott Lopez,Fantasy,3.09,199.0
988.0,Compatible disintermediate neural-net,Angela Hardin,Finance,3.39,9328.0
989.0,Proactive exuding pricing structure,Mary Gray,Fantasy,4.6,2485.0
990.0,Re-engineered executive concept,Christian Bailey,Romance,4.14,3451.0
991.0,Business-focused asynchronous strategy,Thomas Robinson,Fantasy,3.13,614.0
992.0,Business-focused incremental policy,Tracy Lopez,Romance,3.97,1083.0
993.0,Cloned incremental neural-net,Gregory Jackson,Fantasy,4.83,2714.0
994.0,Inverse context-sensitive system engine,Nancy Barry,Self-help,3.99,1311.0
995.0,Adaptive client-driven productivity,John Stokes,Mystery,4.62,5616.0
996.0,Triple-buffered maximized paradigm,Michele Hill,Mystery,4.96,7683.0
997.0,Progressive heuristic interface,Douglas Hudson,Finance,3.52,9152.0
998.0,Right-sized directional approach,Brian Mooney,Thriller,4.8,5417.0
999.0,Total upward-trending Graphical User Interface,Gregory Alvarado,Mystery,3.65,2550.0
1000.0,Open-architected demand-driven hierarchy,Jonathan Tanner,Mystery,4.67,9663.0
1001.0,Enterprise-wide local productivity,Joy Price,Thriller,3.56,9730.0
1002.0,Devolved well-modulated projection,Jacob Green,Sci-Fi,3.49,365.0
1003.0,Advanced methodical adapter,Angela Trevino,Romance,3.54,8337.0
1004.0,Streamlined even-keeled budgetary management,Abigail Cardenas,Romance,4.95,6631.0
1005.0,Profound secondary instruction set,Debbie Cobb,Fantasy,4.18,4222.0
1006.0,Profound leadingedge time-frame,Sherri Smith,Fantasy,3.3,3664.0
1007.0,Sharable incremental installation,Amy Nelson,Horror,3.44,4076.0
1008.0,Virtual bandwidth-monitored matrix,Charles Ruiz,Thriller,3.31,1616.0
1009.0,Down-sized content-based middleware,Barbara Berg,Mystery,4.01,6761.0
1010.0,Switchable cohesive challenge,Juan White,Sci-Fi,3.84,
1011.0,Realigned coherent forecast,Donald Murphy,Romance,3.48,7884.0
1012.0,Distributed multi-tasking core,Larry Larson,Self-help,4.33,5144.0
1013.0,Automated 24hour flexibility,Nicholas Spencer,Self-help,3.11,6651.0
1014.0,Organized real-time website,Jake Casey,Horror,3.31,7753.0
1015.0,Triple-buffered bifurcated encryption,Allen Farrell,Finance,3.67,6069.0
1016.0,Vision-oriented foreground core,Richard Ramos,Fantasy,3.47,8059.0
1017.0,Digitized composite throughput,Leslie Mclean,Self-help,3.79,3507.0
1018.0,Adaptive intermediate frame,Michael Ortega,Romance,4.7,4694.0
1019.0,Pre-emptive next generation analyzer,Julie Allen,Fantasy,4.61,5507.0
1020.0,De-engineered needs-based adapter,Allison Evans,Fantasy,3.65,6175.0
1021.0,Secured executive structure,Dana Jones,Self-help,,1349.0
1022.0,Managed well-modulated capacity,Kayla Escobar,Sci-Fi,3.02,8854.0
1023.0,Streamlined empowering forecast,Jason Gibson,Romance,4.79,2489.0
1024.0,Upgradable responsive capacity,Casey May,Finance,3.0,
1025.0,Synergistic next generation pricing structure,James Avila,Fantasy,3.58,6010.0
1026.0,,Allison Cowan,Mystery,4.84,5854.0
1027.0,Persistent next generation paradigm,Mary Davis,Mystery,3.18,2707.0
1028.0,Switchable regional success,Jill Velazquez,Self-help,3.66,639.0
1029.0,Front-line uniform initiative,Alexis Olsen,Finance,3.16,648.0
1030.0,Reactive fresh-thinking hardware,Rachel Vargas,Mystery,4.64,3150.0
1031.0,Integrated tangible throughput,Peter Lopez,Sci-Fi,4.79,8035.0
1032.0,User-centric 24hour instruction set,Jessica Walsh,Fantasy,4.19,8620.0
1033.0,Team-oriented exuding help-desk,Kelly Owen,Fantasy,4.23,2272.0
1034.0,Optimized 24/7 implementation,Anthony Rivera,Fantasy,4.21,4260.0
1035.0,Persevering disintermediate emulation,Donald Wallace,Fantasy,4.55,8436.0
1036.0,Balanced attitude-oriented initiative,Jeremy Davis,Fantasy,4.21,4649.0
1037.0,Face-to-face intangible protocol,Elizabeth Nolan,Fantasy,4.7,2668.0
1038.0,Centralized client-driven help-desk,Alex Ramirez,Mystery,4.62,5878.0
1039.0,Polarized uniform initiative,Caitlyn Salazar,Finance,3.61,6572.0
1040.0,Object-based explicit flexibility,Raymond Porter,Romance,4.86,5068.0
1041.0,Enterprise-wide fresh-thinking website,Alexa Campbell,Mystery,3.42,7558.0
1042.0,Enterprise-wide disintermediate synergy,David Lewis,Fantasy,3.31,1302.0
1043.0,Profound 24hour throughput,Bobby Fletcher,Fantasy,4.75,2420.0
1044.0,Integrated bifurcated success,David Marks,Fantasy,3.9,2447.0
1045.0,Right-sized bi-directional Graphic Interface,Emily Campbell,Sci-Fi,3.56,5452.0
1046.0,Reduced 4thgeneration info-mediaries,Jonathan Lamb,Mystery,4.16,7891.0
1047.0,Advanced cohesive focus group,Jesse Allen,Romance,3.25,9046.0
1048.0,Virtual didactic definition,Lisa Morgan,Sci-Fi,3.61,3437.0
1049.0,Right-sized explicit help-desk,Daniel Miller,Self-help,4.31,5968.0
1050.0,Sharable national workforce,James Williams,Fantasy,3.38,1083.0
1051.0,Ameliorated client-driven portal,Clinton Macias,Fantasy,4.68,4132.0
1052.0,Secured radical array,Brett Phillips,Romance,4.63,7595.0
1053.0,Diverse radical challenge,Allison Miller,Mystery,3.79,
1054.0,Persistent needs-based throughput,Bryan Cohen,Romance,4.63,6920.0
1055.0,Reverse-engineered context-sensitive initiative,Daniel Garrison,Mystery,4.92,9283.0
,Adaptive hybrid definition,Dr. Nicole Maddox,Self-help,3.37,2690.0
1057.0,Decentralized discrete parallelism,Andrew Schmidt,Finance,3.83,7978.0
1058.0,Multi-channeled 24hour contingency,Jason Powers,Self-help,3.67,689.0
1059.0,Business-focused bi-directional orchestration,David Brooks,Self-help,3.48,9895.0
1060.0,Face-to-face mobile portal,Mr. Aaron Lucas,Thriller,3.56,3314.0
1061.0,Enterprise-wide tertiary paradigm,Jessica Bennett,Sci-Fi,3.84,152.0
1062.0,Enterprise-wide global implementation,Megan Graves,Mystery,4.42,6112.0
1063.0,Cloned multimedia support,Wayne Parker,Romance,3.21,8210.0
1064.0,Upgradable local paradigm,Robin Thomas MD,Fantasy,3.3,8274.0
1065.0,Vision-oriented grid-enabled superstructure,Claudia Paul,Romance,3.78,8663.0
1066.0,Configurable human-resource projection,Julie Casey,Finance,4.22,3223.0
1067.0,Visionary asynchronous forecast,Dylan Gross,Romance,4.9,646.0
1068.0,Fully-configurable leadingedge access,Bailey Phillips,Thriller,,8965.0
1069.0,Versatile heuristic customer loyalty,Melissa Garcia,Romance,4.99,7479.0
1070.0,Configurable static knowledge user,Jessica Fisher,Fantasy,3.67,6674.0
1071.0,Optimized global approach,Matthew Wong,Thriller,4.93,1029.0
1072.0,Virtual intangible architecture,Richard Moore,Thriller,4.76,
1073.0,Cross-group tangible project,Joshua Russell,Self-help,4.22,3784.0
1074.0,Compatible uniform process improvement,Carlos Jones,Self-help,4.67,3652.0
1075.0,Customizable hybrid matrices,Meghan Ramos,Romance,3.6,635.0
1076.0,Networked responsive matrices,Christine Sanchez,Horror,4.34,9496.0
1077.0,Distributed dedicated software,Mr. Kevin Jones,Romance,3.53,8696.0
1078.0,Devolved homogeneous productivity,Diane Hunt,Fantasy,3.44,7361.0
